age,numberChildren,incomeRating,wealthRating,mailOrderPurchases,totalGivingAmount,numberGifts,smallestGiftAmount,largestGiftAmount,averageGiftAmount,yearsSinceFirstDonation,monthsSinceLastDonation,inHouseDonor,plannedGivingDonor,sweepstakesDonor,P3Donor,state,urbanicity,socioEconomicStatus,isHomeowner,gender,respondedMailing
70,NA,7,4,22,104,13,5,10,8,11,11,FALSE,FALSE,FALSE,FALSE,GA,town,average,TRUE,female,FALSE
64,NA,1,NA,0,35,3,10,15,11.666666667,2,22,FALSE,FALSE,FALSE,FALSE,IN,rural,average,TRUE,female,FALSE
NA,NA,NA,NA,0,126,6,10,25,21,7,15,FALSE,FALSE,FALSE,FALSE,WA,city,lowest,NA,male,FALSE
NA,NA,NA,NA,0,89,12,3,11,7.4166666667,5,14,FALSE,FALSE,FALSE,FALSE,WA,town,average,NA,male,FALSE
73,NA,2,3,2,82,9,5,12,9.1111111111,5,12,FALSE,FALSE,FALSE,FALSE,MO,NA,NA,TRUE,female,FALSE
33,NA,3,NA,0,129,12,6,20,10.75,6,15,FALSE,FALSE,FALSE,FALSE,WA,rural,average,NA,female,FALSE
83,NA,1,5,6,63,4,3,30,15.75,6,13,FALSE,FALSE,FALSE,FALSE,CA,city,average,NA,female,FALSE
68,NA,5,5,4,149,14,3,15,10.642857143,5,15,FALSE,FALSE,FALSE,FALSE,FL,city,lowest,TRUE,male,TRUE
NA,NA,3,6,0,15,1,15,15,15,1,13,FALSE,FALSE,FALSE,FALSE,WI,rural,average,TRUE,female,FALSE
83,NA,7,8,18,59,6,5,15,9.8333333333,5,17,FALSE,FALSE,FALSE,FALSE,GA,suburb,highest,NA,male,FALSE
NA,NA,NA,NA,0,15,1,15,15,15,1,13,FALSE,FALSE,FALSE,FALSE,GA,rural,highest,NA,male,FALSE
NA,NA,7,NA,0,45,4,10,12,11.25,2,12,FALSE,FALSE,FALSE,FALSE,CA,town,lowest,TRUE,female,FALSE
46,1,7,NA,0,35,2,10,25,17.5,2,20,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,female,FALSE
86,1,2,1,0,185,24,2,13,7.7083333333,11,11,FALSE,FALSE,FALSE,FALSE,TX,rural,average,NA,male,FALSE
74,NA,NA,NA,0,65,9,5,20,7.2222222222,7,12,FALSE,FALSE,FALSE,FALSE,SC,rural,average,NA,male,FALSE
50,NA,5,NA,0,56,5,5,15,11.2,5,19,FALSE,FALSE,FALSE,FALSE,CA,city,lowest,TRUE,female,FALSE
NA,NA,NA,NA,0,20,1,20,20,20,1,17,FALSE,FALSE,FALSE,FALSE,CA,NA,NA,NA,female,FALSE
54,NA,7,NA,0,127,5,23,28,25.4,5,12,FALSE,FALSE,FALSE,TRUE,TX,rural,average,NA,female,FALSE
63,NA,1,3,2,105,4,20,35,26.25,3,19,FALSE,FALSE,FALSE,FALSE,NC,town,average,NA,male,FALSE
38,1,4,4,2,271,20,2,25,13.55,10,19,FALSE,FALSE,FALSE,FALSE,CA,rural,average,TRUE,male,FALSE
NA,NA,2,2,0,132,15,3,15,8.8,11,13,FALSE,FALSE,FALSE,FALSE,AZ,city,lowest,TRUE,male,FALSE
NA,NA,5,NA,0,232,19,5,50,12.210526316,10,14,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,TRUE,female,FALSE
86,NA,1,NA,0,137,39,2,6,3.5128205128,11,13,FALSE,FALSE,FALSE,FALSE,FL,city,highest,NA,female,FALSE
84,NA,2,3,0,158.5,23,2.5,20,6.8913043478,7,11,FALSE,FALSE,FALSE,TRUE,MN,rural,average,TRUE,female,FALSE
NA,NA,NA,NA,0,25,1,25,25,25,1,16,FALSE,FALSE,FALSE,FALSE,NM,rural,highest,NA,female,FALSE
85,NA,NA,NA,0,96,9,5,16,10.666666667,9,14,FALSE,FALSE,FALSE,FALSE,CA,city,lowest,NA,female,FALSE
71,NA,3,6,19,50,11,2,5,4.5454545455,3,12,FALSE,FALSE,FALSE,FALSE,WI,rural,average,TRUE,female,TRUE
46,NA,2,3,1,40,2,20,20,20,4,20,FALSE,FALSE,FALSE,FALSE,MO,urban,lowest,TRUE,female,FALSE
34,NA,4,7,1,30,2,10,20,15,1,12,FALSE,FALSE,FALSE,FALSE,MN,suburb,average,TRUE,male,FALSE
77,NA,7,7,7,55,5,5,15,11,6,14,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,TRUE,female,FALSE
66,NA,2,6,1,34,3,5,20,11.333333333,2,11,FALSE,FALSE,FALSE,FALSE,WI,rural,average,NA,male,FALSE
87,NA,2,1,0,136,41,1,5,3.3170731707,9,14,FALSE,FALSE,FALSE,FALSE,OK,suburb,average,NA,female,FALSE
NA,NA,2,2,12,75,2,25,50,37.5,2,13,FALSE,FALSE,FALSE,FALSE,KS,rural,average,NA,female,FALSE
NA,NA,NA,NA,0,64,6,3,20,10.666666667,7,20,FALSE,FALSE,FALSE,FALSE,WA,suburb,highest,NA,female,FALSE
NA,NA,6,9,1,110,15,1,11,7.3333333333,8,11,FALSE,FALSE,FALSE,FALSE,AL,town,highest,NA,male,FALSE
48,NA,4,6,1,30,2,15,15,15,2,18,FALSE,FALSE,FALSE,FALSE,TX,town,average,TRUE,male,FALSE
32,NA,6,NA,0,93,15,3,10,6.2,6,11,FALSE,FALSE,FALSE,FALSE,IL,urban,highest,TRUE,NA,FALSE
26,NA,2,NA,0,45,6,3,12,7.5,6,14,FALSE,FALSE,FALSE,FALSE,TN,city,lowest,NA,male,FALSE
NA,NA,NA,NA,0,32,5,4,10,6.4,2,11,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,NA,male,FALSE
37,2,4,4,0,102,6,5,22,17,7,14,FALSE,FALSE,FALSE,FALSE,ND,rural,average,TRUE,male,FALSE
51,NA,2,2,27,283,42,3,10,6.7380952381,9,18,TRUE,FALSE,FALSE,FALSE,WI,rural,average,NA,male,FALSE
82,NA,4,6,1,114,19,3,10,6,11,13,FALSE,FALSE,FALSE,FALSE,TX,urban,average,TRUE,female,TRUE
76,NA,5,NA,0,30,2,5,25,15,2,14,FALSE,FALSE,FALSE,FALSE,CA,suburb,average,TRUE,female,FALSE
59,NA,4,2,21,127,10,10,17,12.7,6,14,FALSE,FALSE,FALSE,FALSE,FL,city,lowest,TRUE,female,FALSE
74,NA,1,NA,0,87,11,5,15,7.9090909091,2,14,FALSE,FALSE,FALSE,FALSE,MO,rural,lowest,NA,male,TRUE
NA,NA,6,NA,0,20,1,20,20,20,1,12,FALSE,FALSE,FALSE,FALSE,NV,rural,average,TRUE,female,FALSE
NA,NA,7,1,6,231,20,1,25,11.55,11,4,TRUE,FALSE,FALSE,FALSE,WY,town,average,TRUE,male,FALSE
NA,NA,NA,NA,0,426,24,5,25,17.75,11,11,FALSE,FALSE,FALSE,FALSE,CA,suburb,average,NA,female,FALSE
79,NA,1,1,0,216,16,0,18,13.5,3,0,FALSE,FALSE,TRUE,FALSE,SC,city,lowest,TRUE,female,FALSE
85,NA,6,9,0,126,11,10,16,11.454545455,8,19,FALSE,FALSE,FALSE,FALSE,TX,urban,highest,NA,female,FALSE
NA,NA,NA,NA,0,87,5,5,25,17.4,6,22,FALSE,FALSE,FALSE,FALSE,WI,town,highest,NA,male,FALSE
28,NA,4,NA,0,30,2,10,20,15,2,11,FALSE,FALSE,FALSE,FALSE,SC,town,average,NA,female,FALSE
48,1,6,NA,0,106,10,5,15,10.6,8,16,FALSE,FALSE,FALSE,FALSE,CA,suburb,average,TRUE,female,FALSE
45,1,3,NA,0,52,4,10,15,13,5,22,FALSE,FALSE,FALSE,FALSE,LA,town,average,TRUE,female,FALSE
46,NA,3,2,16,31,3,5,15,10.333333333,2,21,FALSE,FALSE,FALSE,FALSE,CA,urban,average,TRUE,female,FALSE
NA,NA,NA,NA,0,25,2,10,15,12.5,3,14,FALSE,FALSE,FALSE,FALSE,CA,urban,average,NA,female,FALSE
77,NA,7,7,5,89,10,5,12,8.9,5,15,FALSE,FALSE,FALSE,FALSE,FL,urban,average,TRUE,male,FALSE
58,NA,NA,NA,0,234,10,3,50,23.4,6,15,FALSE,FALSE,FALSE,FALSE,CA,town,highest,NA,male,FALSE
66,NA,3,NA,0,245,22,5,20,11.136363636,11,12,FALSE,FALSE,FALSE,FALSE,FL,urban,average,TRUE,male,FALSE
82,NA,3,5,6,36,5,5,10,7.2,3,14,FALSE,FALSE,FALSE,FALSE,KS,rural,average,TRUE,male,FALSE
60,NA,NA,NA,0,43,9,3,6,4.7777777778,6,11,FALSE,FALSE,FALSE,FALSE,CA,suburb,average,NA,female,FALSE
56,NA,5,7,6,111,13,3,13,8.5384615385,6,15,FALSE,FALSE,FALSE,FALSE,FL,city,highest,TRUE,male,TRUE
45,NA,5,7,1,52,2,25,27,26,3,14,FALSE,FALSE,FALSE,FALSE,MN,suburb,average,TRUE,male,FALSE
67,NA,1,7,5,30,2,10,20,15,2,15,FALSE,FALSE,FALSE,FALSE,WI,town,average,TRUE,female,FALSE
58,NA,1,6,7,60,3,20,20,20,2,18,FALSE,FALSE,FALSE,TRUE,IL,urban,average,TRUE,female,FALSE
NA,NA,NA,NA,0,54,4,10,20,13.5,5,15,FALSE,FALSE,FALSE,FALSE,CA,town,highest,NA,female,FALSE
NA,NA,3,NA,0,35,4,5,10,8.75,2,14,FALSE,FALSE,TRUE,FALSE,OR,rural,average,NA,NA,FALSE
74,4,3,NA,0,62,5,10,15,12.4,3,14,FALSE,FALSE,FALSE,FALSE,CA,town,highest,TRUE,female,FALSE
27,NA,5,9,1,93,17,2,12,5.4705882353,11,12,FALSE,FALSE,FALSE,TRUE,IN,suburb,highest,TRUE,female,FALSE
51,NA,7,7,1,161,14,10,22,11.5,6,14,FALSE,FALSE,FALSE,FALSE,IL,city,highest,TRUE,female,TRUE
67,NA,1,3,27,117,21,5,10,5.5714285714,7,1,TRUE,FALSE,FALSE,FALSE,CA,urban,average,TRUE,male,FALSE
NA,NA,1,1,1,166,20,5,10,8.3,11,17,FALSE,FALSE,FALSE,FALSE,OR,town,average,NA,female,FALSE
31,NA,NA,NA,0,61,14,3,6,4.3571428571,4,11,FALSE,FALSE,FALSE,FALSE,TX,suburb,lowest,NA,NA,FALSE
40,NA,4,NA,0,37,6,4,10,6.1666666667,2,14,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,NA,female,FALSE
46,2,5,NA,0,24,4,3,10,6,2,14,FALSE,FALSE,FALSE,FALSE,WA,suburb,average,TRUE,male,FALSE
68,NA,4,7,0,20,1,20,20,20,1,15,FALSE,FALSE,FALSE,FALSE,FL,suburb,highest,TRUE,male,FALSE
73,NA,6,4,0,140,11,5,25,12.727272727,6,13,FALSE,FALSE,FALSE,FALSE,NC,town,average,TRUE,female,FALSE
NA,NA,2,3,0,22,2,5,17,11,3,20,FALSE,FALSE,FALSE,FALSE,OK,town,lowest,NA,female,FALSE
52,NA,5,2,2,105,7,5,20,15,3,17,FALSE,FALSE,FALSE,FALSE,NV,city,lowest,TRUE,male,FALSE
41,1,2,2,0,68,8,3,10,8.5,3,13,FALSE,FALSE,FALSE,FALSE,MO,rural,average,NA,male,FALSE
NA,NA,3,NA,0,33,1,33,33,33,1,12,FALSE,FALSE,FALSE,FALSE,CO,suburb,highest,NA,female,FALSE
75,NA,NA,NA,0,499,59,2,15,8.4576271186,11,16,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,NA,female,FALSE
NA,NA,3,NA,0,30,2,10,20,15,2,17,FALSE,FALSE,FALSE,FALSE,NC,town,average,NA,male,TRUE
61,NA,2,NA,0,79,8,3,18,9.875,4,22,FALSE,FALSE,TRUE,FALSE,TX,city,lowest,NA,female,FALSE
NA,NA,NA,NA,0,119,15,3,12,7.9333333333,7,15,FALSE,FALSE,FALSE,FALSE,TX,rural,average,NA,NA,FALSE
38,1,5,NA,0,75,3,25,25,25,3,14,FALSE,FALSE,FALSE,FALSE,CA,suburb,average,TRUE,male,FALSE
NA,NA,NA,NA,0,40,2,20,20,20,2,15,FALSE,FALSE,FALSE,FALSE,OK,rural,average,NA,male,FALSE
49,NA,NA,NA,0,136,9,5,20,15.111111111,3,20,FALSE,FALSE,FALSE,FALSE,TX,rural,average,NA,male,FALSE
NA,NA,NA,NA,0,36,7,4,7,5.1428571429,2,12,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,NA,male,FALSE
32,NA,7,7,0,44,3,10,20,14.666666667,4,14,FALSE,FALSE,FALSE,FALSE,CA,city,highest,TRUE,male,FALSE
NA,NA,NA,NA,0,25,1,25,25,25,1,17,FALSE,FALSE,FALSE,FALSE,CA,urban,average,NA,female,FALSE
48,NA,7,9,10,360,6,10,100,60,6,14,FALSE,FALSE,FALSE,FALSE,MN,NA,NA,TRUE,female,FALSE
83,NA,3,4,11,153,18,2,15,8.5,9,14,FALSE,FALSE,FALSE,FALSE,TX,urban,average,NA,male,FALSE
63,NA,7,9,12,75,2,25,50,37.5,3,12,FALSE,FALSE,FALSE,FALSE,FL,city,highest,TRUE,female,FALSE
65,NA,3,4,30,222,25,3,18,8.88,11,22,FALSE,FALSE,FALSE,FALSE,IL,town,lowest,TRUE,female,FALSE
82,NA,5,7,5,87,13,3,10,6.6923076923,6,12,FALSE,FALSE,FALSE,FALSE,FL,city,average,TRUE,male,FALSE
31,NA,NA,NA,0,20,1,20,20,20,1,13,FALSE,FALSE,FALSE,FALSE,OK,town,highest,NA,female,FALSE
68,NA,3,2,1,67,11,3,11,6.0909090909,7,16,FALSE,FALSE,FALSE,FALSE,WA,town,average,TRUE,male,FALSE
NA,3,2,6,0,19,3,4,10,6.3333333333,1,12,FALSE,FALSE,FALSE,FALSE,WA,city,average,NA,male,FALSE
85,NA,NA,NA,0,105,10,5,20,10.5,9,14,FALSE,FALSE,FALSE,FALSE,FL,city,average,NA,male,FALSE
90,NA,NA,NA,0,532,36,3,40,14.777777778,6,13,FALSE,FALSE,FALSE,FALSE,IL,city,lowest,NA,male,FALSE
NA,NA,7,NA,0,115,6,10,25,19.166666667,7,11,FALSE,FALSE,FALSE,FALSE,CA,city,highest,TRUE,NA,FALSE
40,2,2,1,1,15,1,15,15,15,2,19,FALSE,FALSE,FALSE,FALSE,CA,town,average,TRUE,female,FALSE
55,NA,6,5,3,126,10,5,19,12.6,11,14,FALSE,FALSE,FALSE,FALSE,FL,town,average,TRUE,female,FALSE
NA,NA,NA,NA,0,35,2,15,20,17.5,3,16,FALSE,FALSE,FALSE,FALSE,AR,city,average,NA,male,FALSE
44,1,5,5,5,15,1,15,15,15,1,16,FALSE,FALSE,FALSE,FALSE,FL,town,average,TRUE,female,FALSE
86,NA,2,NA,0,150,16,5,20,9.375,9,11,FALSE,FALSE,FALSE,FALSE,CA,town,average,TRUE,female,TRUE
77,NA,NA,NA,0,249,31,3,15,8.0322580645,11,14,FALSE,FALSE,FALSE,FALSE,IL,town,average,NA,female,FALSE
85,NA,3,NA,0,153,16,5,12,9.5625,11,17,FALSE,FALSE,FALSE,FALSE,MN,rural,average,TRUE,male,FALSE
61,NA,NA,NA,0,144,13,3,20,11.076923077,11,14,FALSE,FALSE,FALSE,FALSE,IN,suburb,highest,NA,female,FALSE
78,NA,5,6,1,47,4,10,15,11.75,2,14,FALSE,FALSE,FALSE,FALSE,IN,suburb,highest,TRUE,male,FALSE
70,NA,2,NA,0,121,16,3,14,7.5625,11,14,FALSE,FALSE,FALSE,FALSE,MI,rural,average,TRUE,male,FALSE
44,NA,6,8,0,35,3,5,20,11.666666667,3,14,FALSE,FALSE,FALSE,FALSE,OH,urban,highest,TRUE,female,FALSE
93,NA,6,6,9,90,6,5,25,15,3,11,FALSE,FALSE,FALSE,FALSE,FL,city,average,TRUE,male,FALSE
NA,NA,NA,NA,0,25,4,5,10,6.25,2,11,FALSE,FALSE,FALSE,FALSE,LA,rural,average,NA,female,FALSE
73,NA,NA,NA,0,90,10,5,15,9,6,12,FALSE,FALSE,FALSE,FALSE,MO,rural,average,NA,female,FALSE
NA,NA,NA,NA,0,27,3,3,15,9,3,13,FALSE,FALSE,FALSE,FALSE,WA,rural,average,NA,female,FALSE
NA,NA,1,NA,0,82,8,5,13,10.25,3,15,FALSE,FALSE,FALSE,FALSE,MS,city,average,NA,female,FALSE
NA,NA,NA,NA,0,91,23,2,10,3.9565217391,8,11,FALSE,FALSE,FALSE,FALSE,IN,town,average,NA,female,FALSE
72,NA,3,4,18,55,12,3,6,4.5833333333,10,11,FALSE,FALSE,FALSE,FALSE,WI,suburb,average,NA,female,FALSE
87,NA,NA,NA,0,253,26,4,16,9.7307692308,11,22,FALSE,FALSE,FALSE,TRUE,IL,NA,NA,NA,NA,FALSE
NA,NA,2,NA,0,54,4,5,25,13.5,5,17,FALSE,FALSE,FALSE,FALSE,GA,rural,lowest,NA,female,FALSE
NA,NA,1,NA,0,878,57,5,47,15.403508772,11,22,TRUE,FALSE,FALSE,FALSE,MT,rural,average,NA,male,FALSE
68,NA,2,3,1,245,14,10,30,17.5,6,16,FALSE,FALSE,FALSE,FALSE,NV,city,average,TRUE,female,FALSE
33,NA,7,NA,0,176,19,3,20,9.2631578947,4,23,FALSE,FALSE,FALSE,FALSE,NC,town,highest,NA,female,FALSE
79,NA,6,4,16,205,6,25,50,34.166666667,7,22,FALSE,FALSE,FALSE,FALSE,FL,suburb,average,TRUE,male,FALSE
64,NA,5,NA,0,25,2,10,15,12.5,2,14,FALSE,FALSE,FALSE,FALSE,AZ,rural,average,TRUE,male,FALSE
72,NA,5,6,31,57,4,10,17,14.25,2,12,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,TRUE,male,FALSE
NA,NA,NA,NA,0,36,4,5,15,9,3,16,FALSE,FALSE,FALSE,FALSE,GA,suburb,average,NA,female,FALSE
41,NA,5,NA,0,56,5,5,18,11.2,5,17,FALSE,FALSE,FALSE,FALSE,MN,urban,average,TRUE,male,FALSE
NA,NA,5,4,1,30,2,5,25,15,2,15,FALSE,FALSE,FALSE,FALSE,TX,town,average,TRUE,male,FALSE
40,NA,5,9,1,161,13,5,25,12.384615385,5,15,FALSE,FALSE,FALSE,FALSE,TN,city,highest,NA,female,FALSE
NA,NA,NA,NA,0,51,2,23,28,25.5,2,14,FALSE,FALSE,FALSE,FALSE,CA,urban,average,NA,female,TRUE
71,NA,1,NA,0,123,26,2,8,4.7307692308,11,4,TRUE,FALSE,FALSE,FALSE,IL,rural,average,NA,female,FALSE
32,NA,7,9,1,118,25,3,10,4.72,9,13,TRUE,FALSE,FALSE,FALSE,LA,urban,highest,TRUE,male,FALSE
45,NA,3,NA,0,84,7,10,20,12,8,22,FALSE,FALSE,FALSE,FALSE,LA,city,average,TRUE,female,FALSE
41,1,6,9,3,15,1,15,15,15,2,20,FALSE,FALSE,FALSE,FALSE,FL,town,highest,TRUE,female,FALSE
77,NA,NA,NA,0,117,25,3,10,4.68,11,14,FALSE,FALSE,FALSE,FALSE,TX,rural,average,NA,female,FALSE
96,NA,6,5,1,497,37,3,23,13.432432432,11,19,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,TRUE,female,FALSE
74,NA,3,8,15,46,4,6,15,11.5,2,11,FALSE,FALSE,FALSE,FALSE,MO,urban,average,TRUE,male,FALSE
72,NA,NA,NA,0,263,36,5,10,7.3055555556,11,11,TRUE,FALSE,FALSE,FALSE,IN,rural,average,NA,male,FALSE
NA,NA,5,7,0,15,1,15,15,15,1,12,FALSE,FALSE,FALSE,FALSE,WA,urban,highest,TRUE,female,FALSE
56,NA,7,NA,0,54,5,5,15,10.8,6,14,FALSE,FALSE,FALSE,FALSE,TX,rural,average,TRUE,male,FALSE
40,NA,NA,NA,0,166,18,3,14,9.2222222222,9,15,FALSE,FALSE,FALSE,FALSE,IL,urban,highest,NA,male,FALSE
50,NA,5,NA,0,460,24,5,35,19.166666667,11,13,TRUE,FALSE,FALSE,FALSE,MS,NA,NA,NA,male,FALSE
70,NA,5,8,1,159,23,3,12,6.9130434783,11,14,FALSE,FALSE,FALSE,FALSE,SC,city,highest,TRUE,male,FALSE
25,1,3,2,7,53,6,4,13,8.8333333333,3,15,FALSE,FALSE,FALSE,FALSE,TX,city,lowest,TRUE,female,TRUE
46,NA,4,NA,0,60,4,15,15,15,2,21,FALSE,FALSE,FALSE,FALSE,TX,suburb,highest,TRUE,female,FALSE
87,NA,1,NA,0,152,14,5,25,10.857142857,11,22,FALSE,FALSE,FALSE,FALSE,MI,suburb,lowest,TRUE,female,FALSE
69,NA,3,8,14,75,8,5,18,9.375,8,13,FALSE,FALSE,FALSE,FALSE,MI,suburb,average,NA,female,FALSE
NA,NA,6,NA,0,430,38,2,20,11.315789474,11,15,FALSE,FALSE,FALSE,FALSE,CA,rural,highest,TRUE,female,FALSE
38,NA,6,NA,0,20,2,5,15,10,1,12,FALSE,FALSE,FALSE,FALSE,IL,suburb,average,TRUE,female,FALSE
78,NA,1,5,2,381,17,10,50,22.411764706,11,14,FALSE,FALSE,FALSE,FALSE,FL,city,average,NA,female,FALSE
44,2,2,NA,0,35,3,10,15,11.666666667,2,12,FALSE,FALSE,FALSE,FALSE,IL,city,lowest,TRUE,male,FALSE
NA,NA,NA,NA,0,30,2,5,25,15,1,12,FALSE,FALSE,FALSE,FALSE,WA,city,average,NA,male,FALSE
78,NA,1,6,1,83.5,24,1,8,3.4791666667,9,13,FALSE,FALSE,FALSE,FALSE,MI,suburb,average,TRUE,female,FALSE
76,NA,1,4,11,406,21,10,27,19.333333333,8,19,FALSE,FALSE,FALSE,FALSE,MO,town,average,NA,male,FALSE
81,NA,NA,NA,0,130,11,3,20,11.818181818,9,22,FALSE,FALSE,FALSE,FALSE,AZ,urban,average,NA,male,TRUE
54,NA,4,7,10,143,15,5,11,9.5333333333,7,21,FALSE,FALSE,FALSE,FALSE,CA,suburb,average,TRUE,male,FALSE
50,2,6,0,0,15,1,15,15,15,1,12,FALSE,FALSE,FALSE,FALSE,MS,rural,average,TRUE,female,FALSE
32,NA,5,7,8,54,5,2,20,10.8,4,14,FALSE,FALSE,FALSE,FALSE,TX,urban,average,TRUE,female,FALSE
64,NA,5,NA,0,25,2,10,15,12.5,2,22,FALSE,FALSE,FALSE,FALSE,FL,town,average,TRUE,female,FALSE
71,NA,6,9,6,63,5,10,15,12.6,6,14,FALSE,FALSE,FALSE,FALSE,NC,city,highest,TRUE,female,FALSE
95,NA,5,9,18,25,1,25,25,25,1,12,FALSE,FALSE,FALSE,FALSE,TN,city,highest,TRUE,female,FALSE
64,NA,NA,NA,0,46,5,5,11,9.2,2,11,FALSE,FALSE,FALSE,FALSE,NM,rural,highest,NA,male,FALSE
51,NA,1,NA,0,105,9,5,15,11.666666667,6,14,FALSE,FALSE,FALSE,FALSE,IL,city,average,TRUE,male,FALSE
47,NA,NA,NA,0,177,19,1,30,9.3157894737,11,12,FALSE,FALSE,FALSE,FALSE,FL,urban,average,NA,female,FALSE
78,NA,5,NA,0,144,11,5,17,13.090909091,6,17,FALSE,FALSE,FALSE,FALSE,CA,rural,average,TRUE,male,FALSE
67,NA,1,NA,0,176,14,10,15,12.571428571,5,11,FALSE,FALSE,FALSE,FALSE,WA,rural,average,NA,female,FALSE
76,NA,NA,NA,0,70,5,10,20,14,5,19,FALSE,FALSE,FALSE,FALSE,TX,city,average,NA,joint,FALSE
95,NA,5,3,38,558,26,10,50,21.461538462,11,13,FALSE,FALSE,FALSE,FALSE,NV,city,average,TRUE,male,FALSE
NA,NA,NA,NA,0,59,9,3,15,6.5555555556,11,13,FALSE,FALSE,FALSE,FALSE,TX,rural,average,NA,NA,FALSE
78,NA,7,NA,0,400,9,25,50,44.444444444,5,10,TRUE,FALSE,FALSE,FALSE,NM,rural,highest,TRUE,female,FALSE
78,NA,5,NA,0,220,17,5,25,12.941176471,5,13,TRUE,FALSE,FALSE,FALSE,MI,rural,average,NA,female,FALSE
58,NA,2,9,0,33,3,5,17,11,4,14,FALSE,FALSE,FALSE,FALSE,LA,suburb,average,NA,female,FALSE
83,NA,4,2,17,104,13,3,15,8,8,13,FALSE,FALSE,FALSE,FALSE,WI,city,average,TRUE,male,FALSE
63,NA,NA,NA,0,60,5,5,16,12,7,14,FALSE,FALSE,FALSE,FALSE,AZ,urban,highest,NA,female,FALSE
NA,NA,NA,NA,0,23,4,3,10,5.75,2,11,FALSE,FALSE,FALSE,FALSE,CA,urban,lowest,NA,female,FALSE
34,NA,7,NA,0,107,9,5,25,11.888888889,4,18,FALSE,FALSE,FALSE,FALSE,MN,suburb,highest,TRUE,female,FALSE
51,1,5,3,2,44,4,5,17,11,2,11,FALSE,FALSE,FALSE,FALSE,MO,rural,lowest,TRUE,male,TRUE
39,NA,NA,NA,0,281,13,5,70,21.615384615,10,22,FALSE,FALSE,FALSE,FALSE,FL,suburb,average,NA,joint,FALSE
73,NA,4,8,28,71,10,5,10,7.1,5,14,TRUE,FALSE,FALSE,FALSE,TN,town,average,TRUE,male,FALSE
NA,NA,NA,NA,0,45,4,5,15,11.25,6,14,FALSE,FALSE,FALSE,FALSE,MI,suburb,average,NA,NA,FALSE
74,NA,5,5,10,39,5,5,15,7.8,3,15,FALSE,FALSE,FALSE,FALSE,TN,rural,average,TRUE,female,FALSE
NA,NA,NA,NA,0,20,1,20,20,20,1,13,FALSE,FALSE,FALSE,FALSE,WA,town,highest,NA,female,FALSE
53,NA,5,NA,0,215,7,5,75,30.714285714,5,15,FALSE,FALSE,FALSE,FALSE,WA,rural,average,TRUE,male,FALSE
NA,NA,NA,NA,0,246,34,3,14,7.2352941176,11,12,FALSE,FALSE,FALSE,FALSE,NC,rural,average,NA,male,TRUE
56,NA,7,NA,0,99,8,10,15,12.375,6,12,FALSE,FALSE,FALSE,FALSE,CA,city,highest,TRUE,female,FALSE
62,NA,4,NA,0,20,1,20,20,20,1,16,FALSE,FALSE,FALSE,FALSE,UT,suburb,lowest,TRUE,female,FALSE
28,NA,1,NA,0,28,4,3,10,7,2,13,FALSE,FALSE,FALSE,FALSE,TX,rural,average,NA,male,FALSE
59,NA,6,NA,0,62,5,5,20,12.4,2,12,FALSE,FALSE,FALSE,FALSE,NV,suburb,highest,TRUE,female,FALSE
74,NA,4,4,0,58,5,5,16,11.6,5,14,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,female,FALSE
53,NA,1,NA,0,36,2,15,21,18,4,22,FALSE,FALSE,FALSE,FALSE,CA,urban,lowest,NA,female,FALSE
NA,NA,1,8,3,20,2,5,15,10,3,19,FALSE,FALSE,FALSE,FALSE,WA,city,average,TRUE,female,FALSE
96,NA,4,8,1,70,5,10,18,14,5,22,FALSE,FALSE,TRUE,FALSE,CO,suburb,highest,TRUE,NA,FALSE
50,NA,3,6,1,92,9,5,14,10.222222222,4,11,FALSE,FALSE,FALSE,FALSE,FL,suburb,average,TRUE,female,FALSE
NA,NA,5,6,1,15,1,15,15,15,1,16,FALSE,FALSE,FALSE,FALSE,CA,suburb,average,TRUE,female,FALSE
28,NA,3,1,3,24,3,5,10,8,2,14,FALSE,FALSE,FALSE,FALSE,TX,urban,lowest,TRUE,male,FALSE
42,1,5,9,0,38,5,5,11,7.6,2,11,FALSE,FALSE,FALSE,FALSE,OR,suburb,highest,TRUE,female,FALSE
68,NA,NA,NA,0,156,22,3,15,7.0909090909,11,18,FALSE,FALSE,FALSE,FALSE,OR,town,average,NA,female,FALSE
NA,1,6,9,0,110,5,15,30,22,6,22,FALSE,FALSE,FALSE,FALSE,NE,town,lowest,TRUE,male,FALSE
88,NA,4,7,0,47,5,5,12,9.4,3,14,FALSE,FALSE,FALSE,FALSE,MI,suburb,average,NA,male,FALSE
71,NA,2,NA,0,280,46,2,11,6.0869565217,11,13,FALSE,FALSE,FALSE,FALSE,FL,city,average,TRUE,female,FALSE
